Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1684509695.216	    18.770	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr8_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
12	:	1684509701.235	    13.031	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr15_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
13	:	1684509705.707	    17.368	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr11_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
16	:	1684509714.269	    11.467	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr20_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
14	:	1684509706.157	    21.812	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr4_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
18	:	1684509725.740	     9.358	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr21_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
15	:	1684509713.990	    26.660	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr1_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
19	:	1684509727.973	    13.047	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr16_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
17	:	1684509723.078	    19.930	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr7_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
20	:	1684509735.104	    16.890	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr12_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
22	:	1684509741.025	    14.788	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr14_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
23	:	1684509743.012	    14.677	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr13_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
24	:	1684509751.998	     5.924	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chrX_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
25	:	1684509755.817	     5.311	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chrM_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
21	:	1684509740.654	    24.654	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr2_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
