Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1684506347.858	     0.006	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr8_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
12	:	1684506347.860	     0.006	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr15_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
13	:	1684506347.862	     0.005	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr11_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
14	:	1684506347.864	     0.004	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr4_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
15	:	1684506347.866	     0.005	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr1_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
16	:	1684506347.867	     0.005	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr20_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
17	:	1684506347.869	     0.005	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr7_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
18	:	1684506347.871	     0.004	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr21_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
19	:	1684506347.873	     0.004	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr16_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
20	:	1684506347.874	     0.006	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr12_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
21	:	1684506347.876	     0.004	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr2_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
22	:	1684506347.878	     0.004	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr14_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
23	:	1684506347.880	     0.003	0	62	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chr13_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
24	:	1684506347.882	     0.003	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chrX_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
25	:	1684506347.883	     0.004	0	61	0	0	liftover_vcf /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_vcf/chrM_CWAS_SNPs_2023-05-15_phased.vcf.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/split_hg38_vcf /lus/grand/projects/TFXcan/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/rejected_liftover_records /lus/grand/projects/TFXcan/imlab/data/hg_sequences/hg38/Homo_sapiens_assembly38.fasta
